Marka,Model,Year,Price,Brand ID,Model ID
Land Rover,Range Rover,2018,55000000,4,6
Mitsubishi,Outlander,2003,4100000,14,77
Kia,K8,2021,18000000,2,100
Hyundai,Tucson,2023,17000000,13,107
Toyota,Camry,2014,9000000,0,38
Hyundai,Elantra Elegance,2023,12390000,13,689
EXEED,TXL Flagship,2023,19920000,41,176
Cadillac,Escalade Premium Luxury Platinum ESV,2023,92000000,25,690
Cadillac,XT5 Sport,2023,38000000,25,691
Toyota,Corolla,2013,8680100,0,65
Mitsubishi,Delica,1997,3350000,14,81
Mitsubishi,Lancer,2007,2900000,14,228
Hyundai,Santa Fe,2023,18200000,13,67
Subaru,Legacy,1994,2000000,19,62
Geely,Farizon FX,2022,11500000,59,692
Mercedes-Benz,S 63 AMG,2014,34500000,12,42
Hyundai,Palisade,2021,26200000,13,144
Honda,CR-V,1998,3400000,15,174
Audi,e-tron,2023,45000000,6,358
Toyota,Camry,2009,7800000,0,38
Subaru,Forester,2019,13500000,19,118
Volkswagen,Tiguan,2015,10300000,23,270
Toyota,Land Cruiser,2017,40000000,0,43
BMW,530,2021,30300000,11,92
Toyota,Verso,2014,10500000,0,693
Toyota,Corolla,2013,7700000,0,65
Toyota,bZ4X,2022,17700000,0,293
Kia,Cerato Premium,2023,13690000,2,585
Subaru,Forester,2002,3700000,19,118
Kia,K5,2018,10900000,2,4
GAZ,GAZel',2007,4200000,32,95
Hyundai,Solaris,2016,3500000,13,114
Mazda,Cronos,1994,1180000,18,32
Hyundai,Elantra,2013,6300000,13,17
Mercedes-Benz,SLK 200,2005,8200000,12,649
Hyundai,Santa Fe,2012,12000000,13,67
Toyota,Land Cruiser,2007,12800000,0,43
Hyundai,Tucson,2006,5500000,13,107
Hyundai,Tucson,2022,15000000,13,107
Mercedes-Benz,S 380,1981,5500000,12,694
VAZ,Vesta SW Cross,2021,8550000,16,695
Mini,Hatch,2013,9100000,7,11
Toyota,Land Cruiser Prado,2010,20000000,0,21
VAZ,2114,2010,1200000,16,27
VAZ,2131,2014,1950000,16,568
Nissan,Terrano,2017,7395000,17,28
VAZ,Kalina 2192,2014,2350000,16,283
Nissan,Sunny,1992,500000,17,485
Hyundai,Sonata,2022,17400400,13,20
BMW,540,1995,7300000,11,56
Hyundai,Sonata,2021,13950000,13,20
Chevrolet,Cruze,2014,3900000,22,45
Subaru,Impreza,2003,3400000,19,97
Hyundai,Sonata,2016,9800000,13,20
Lexus,RX 300,2003,6800000,20,98
Mercedes-Benz,CLS 550,2007,7000000,12,420
Mercedes-Benz,GLE Coupe 63 AMG,2016,38500000,12,431
Tesla,Model 3,2022,24200000,38,222
Hyundai,Elantra,2021,13500000,13,17
Volkswagen,Golf,1994,1350000,23,85
Honda,CR-V,1996,3600000,15,174
Kia,Stinger,2020,20300000,2,265
Kia,K5,2020,16000000,2,4
Kia,K5,2015,8300000,2,4
Toyota,Camry,2009,8000000,0,38
Subaru,Forester,2003,4350000,19,118
BMW,320,1992,1600000,11,113
Nissan,X-Trail,2021,15900000,17,58
Toyota,Corolla,2011,6900000,0,65
Toyota,Land Cruiser Prado,2004,8500000,0,21
Nissan,X-Trail,2019,13900000,17,58
Mitsubishi,Delica,1995,3400000,14,81
Chevrolet,Cruze,2013,5900000,22,45
BMW,X5,2020,46200000,11,30
Ford,Focus,2012,3200000,24,325
Lexus,RX 330,2004,10300000,20,168
Kia,EV6 Earth,2022,36990000,2,696
Toyota,Camry,2015,12200000,0,38
VAZ,2121 Niva,2019,4270000,16,319
Kia,K5,2020,15100000,2,4
Lexus,LS 460,2008,9000000,20,115
Toyota,Mark X Zio,2008,4500000,0,697
Audi,100,1991,1700000,6,22
Toyota,Carina II,1990,2000000,0,441
Toyota,Land Cruiser,2015,30000000,0,43
Toyota,Camry,2007,6800000,0,38
Land Rover,Range Rover,2020,79000000,4,6
Toyota,Sequoia,2022,61000000,0,442
Mitsubishi,Montero Sport,2023,20200000,14,24
Kia,K5,2022,16000000,2,4
Lexus,RX 330,2004,10100000,20,168
Mercedes-Benz,E 300,2012,10700000,12,416
Toyota,Land Cruiser Prado,2009,13400000,0,21
Mercedes-Benz,E 200,1992,1150000,12,71
Land Rover,Range Rover,2018,53900000,4,6
Mitsubishi,Outlander,2010,6150000,14,77
Kia,Sportage,2012,7700000,2,125
Cadillac,Escalade,2020,46000000,25,57
Lexus,GX 460,2015,25700000,20,318
Toyota,Camry,2023,20000000,0,38
Mitsubishi,Galant,2008,4300000,14,155
Voyah,Free,2023,28000000,35,112
Hyundai,Grandeur,2023,28000000,13,108
Mercedes-Benz,E 320,2000,4000000,12,23
BMW,540,2017,19300000,11,56
Mitsubishi,Lancer,2012,4488888,14,228
Mazda,626,1994,1180000,18,204
VAZ,Priora 2170,2012,2500000,16,44
Toyota,Camry,2021,18000000,0,38
Toyota,Camry,2020,14500000,0,38
Toyota,Land Cruiser,2021,62000000,0,43
Toyota,Sienna,2022,35000000,0,162
Toyota,Camry,2021,15900000,0,38
Toyota,Hilux,2012,11500000,0,138
Kia,Cee’d,2023,11500000,2,136
Hyundai,Creta,2022,13500000,13,143
Volkswagen,Teramont Status,2022,22290000,23,681
Hyundai,Sonata Active Plus,2023,14590000,13,698
BMW,520,1993,1300000,11,281
BMW,750,2008,11000000,11,141
Toyota,Windom,1995,1200000,0,104
Kia,K5,2021,15800000,2,4
Mercedes-Benz,S 63 AMG,2014,36500000,12,42
Honda,Odyssey,2008,6500000,15,297
Toyota,Previa,1991,2200000,0,317
Volkswagen,Polo,2013,4100000,23,152
BMW,316,2014,10500000,11,664
Mitsubishi,Lancer,2010,5950000,14,228
Honda,CR-V,1995,3250000,15,174
Hyundai,Santa Fe,2021,21000000,13,67
Voyah,Free,2022,24500000,35,112
Honda,CR-V,1997,3700000,15,174
Hyundai,Accent,2014,6200000,13,50
Mercedes-Benz,EQS,2021,67000000,12,524
Mercedes-Benz,G 500,2013,33000000,12,332
Volkswagen,Polo,2019,7790000,23,152
Volkswagen,Passat,1991,700000,23,101
Toyota,Sprinter Carib,1996,3300000,0,699
Honda,Odyssey,2002,5700000,15,297
Volkswagen,Passat Business 2.0 TSI,2022,17590000,23,682
Toyota,Camry,2023,19000000,0,38
Mitsubishi,Space Wagon,1992,1300000,14,253
Toyota,Camry,1990,990000,0,38
BMW,525,1984,3500000,11,49
Ravon,Nexia R3,2020,3200000,55,444
JAC,S3,2021,7800000,50,286
Toyota,Camry,1998,2600000,0,38
VAZ,Granta 2191,2015,2650000,16,700
Audi,RS 6,2003,5500000,6,701
Mercedes-Benz,GLC 300,2023,52500000,12,702
Subaru,Legacy,2005,4600000,19,62
Hyundai,Elantra,2021,11700000,13,17
BMW,X7,2020,55899999,11,147
Hyundai,Santa Fe,2021,17400000,13,67
Toyota,Land Cruiser,2012,24000000,0,43
Cadillac,Escalade Sport,2023,82000000,25,703
Nissan,Pathfinder,2022,34000000,17,346
Mercedes-Benz,E 230,1996,1700000,12,153
Toyota,Camry,2013,9300000,0,38
Subaru,Outback,2007,6400000,19,33
Mitsubishi,Outlander,2020,13200000,14,77
Kia,Rio,2014,4890000,2,151
VAZ,Vesta,2017,5190000,16,704
Chevrolet,Spark,2018,4900000,22,137
BMW,X5,2014,24000000,11,30
BMW,530,2022,37230000,11,92
Volkswagen,Golf Plus,2011,4800000,23,450
Lexus,LX 570,2010,22000000,20,36
Mercedes-Benz,C 230,2004,3100000,12,262
Mitsubishi,Delica,1996,2500000,14,81
Subaru,XV,2021,15900000,19,299
Toyota,Camry,2022,18200000,0,38
Toyota,Gaia,1998,3970000,0,705
Peugeot,301,2017,6400000,52,320
BMW,535,2013,14000000,11,217
VAZ,2114,2013,2550000,16,27
Hyundai,Sonata Travel,2023,16690000,13,706
Toyota,RAV 4,2021,18990000,0,93
Chevrolet,Equinox,2021,15890000,22,532
Kia,Rio X-Line,2020,10490000,2,221
Subaru,Outback,2008,6890000,19,33
Mercedes-Benz,GLS 500,2016,32990000,12,563
Kia,Sorento,2013,10890000,2,64
Lexus,ES 250,2019,23990000,20,94
Toyota,Camry,2004,6700000,0,38
BMW,520,1991,2200000,11,281
Hyundai,Accent,2020,7800000,13,50
Toyota,Land Cruiser Prado,2018,34500000,0,21
Toyota,RAV 4,2013,11600000,0,93
Toyota,Harrier,2002,6300000,0,518
Volkswagen,Passat,1991,1400000,23,101
FAW,Oley,2014,1800000,56,707
BMW,X7,2020,59800000,11,147
Lexus,UX 250h,2019,23000000,20,708
Toyota,Land Cruiser,2010,26500000,0,43
Land Rover,Range Rover,2018,50000000,4,6
Lexus,RX 350,2020,26000000,20,66
Changan,UNI-T,2023,16000000,30,285
BMW,330,2019,24500000,11,553
BMW,X7,2022,72000000,11,147
Kia,K3,2021,12800000,2,171
Subaru,Outback,2013,9150000,19,33
Mercedes-Benz,S 320,1996,6000000,12,240
Kia,K5 Comfort,2023,13990000,2,709
Toyota,Land Cruiser,2016,38900000,0,43
Lexus,LX 570,2018,53700000,20,36
Hyundai,Santa Fe,2012,10780000,13,67
Toyota,Camry,2022,15900000,0,38
Chevrolet,Captiva,2023,13450000,22,385
Toyota,Camry,2020,14900000,0,38
Chevrolet,Cruze,2013,5000000,22,45
Land Rover,Range Rover Sport,2020,68500000,4,7
Nissan,Pathfinder,2005,7500000,17,346
Hyundai,Accent,2014,6200000,13,50
Daewoo,Nexia,2012,1940359,37,133
Kia,Soul,2014,8300000,2,91
Toyota,4Runner,2015,17900000,0,82
Lexus,LX 570,2018,55000000,20,36
Daewoo,Nexia,2012,1940359,37,133
Kia,Soul,2014,8300000,2,91
Toyota,4Runner,2015,17900000,0,82
Lexus,LX 570,2018,55000000,20,36
VAZ,Granta 2190,2020,4490200,16,327
Hyundai,Solaris,2013,6180400,13,114
Subaru,Forester,2013,9390100,19,118
Subaru,Forester,2016,11540400,19,118
Land Rover,Range Rover,2011,10200000,4,6
Suzuki,SX4,2014,6500000,21,39
Subaru,Forester,2001,4200000,19,118
Hyundai,Accent,2014,5900000,13,50
Kia,Stinger,2018,13600000,2,265
Lexus,GS 350,2007,6400000,20,55
Hyundai,Accent,2020,8300000,13,50
Toyota,RAV 4,1996,3500000,0,93
Nissan,Qashqai,2008,5000000,17,182
Suzuki,Grand Vitara,2023,19500000,21,180
Cadillac,XT6,2020,29990000,25,330
Volkswagen,ID.4,2022,14585942,23,75
Toyota,Camry,2016,13500000,0,38
Toyota,Camry,2021,20900000,0,38
Nissan,Patrol,2004,11500000,17,29
Mercedes-Benz,G 500,1998,10000000,12,332
Hyundai,Palisade,2021,28000000,13,144
Ford,Granada,1972,8000000,24,710
Toyota,Land Cruiser Prado,2016,20400000,0,21
Moskvich,401,1954,6000000,76,711
GAZ,21,1963,2500000,32,712
Mitsubishi,Delica,1996,2500000,14,81
Toyota,Carina ED,1995,2100000,0,713
Toyota,Camry,2002,5300000,0,38
Mercedes-Benz,S 500,2013,27500000,12,37
Mitsubishi,ASX,2014,7000000,14,88
Hyundai,Accent,2023,10300000,13,50
Volkswagen,Golf,2004,4300000,23,85
Hyundai,Sonata,2006,4800000,13,20
Lexus,LX 470,2006,12500000,20,301
Toyota,Matrix,2009,4500000,0,527
SsangYong,Tivoli,2020,11990000,33,714
VAZ,2107,2004,2200000,16,302
Toyota,Camry,2013,5900000,0,38
Hyundai,Bayon Prime,2023,10190000,13,715
Mercedes-Benz,E 230,1991,1700000,12,153
Kia,Soul,2012,5500000,2,91
BMW,X5,2007,8800000,11,30
BMW,X5,2014,20000000,11,30
Land Rover,Range Rover,2011,15000000,4,6
Toyota,Camry,2015,11200000,0,38
Chevrolet,Niva,2021,5500000,22,716
Mazda,323,1992,850000,18,331
Mitsubishi,Grandis,2007,7000000,14,717
Porsche,Cayenne,2018,43000000,8,12
Lexus,LX 570,2021,70000000,20,36
Volkswagen,Polo,2014,5800000,23,152
Nissan,Patrol,2010,8200000,17,29
Toyota,Land Cruiser,2021,59000000,0,43
Land Rover,Range Rover,2007,9950000,4,6
Toyota,Camry,2014,11590000,0,38
Kia,Rio,2014,4000000,2,151
GAZ,31105,2006,1950000,32,718
Kia,K8,2021,24000000,2,100
Honda,CR-V,2012,10700000,15,174
Toyota,Camry,2019,10200000,0,38
Mercedes-Benz,AMG GT 43,2019,61000000,12,719
Toyota,Voxy,2003,6000000,0,720
Mitsubishi,Lancer,2006,3500000,14,228
Toyota,Land Cruiser,2004,10000000,0,43
Chevrolet,Nexia,2021,5000000,22,133
GAZ,GAZel',2018,5300000,32,95
Volkswagen,Passat,2002,2600000,23,101
Toyota,Land Cruiser Prado,2016,19050000,0,21
Land Rover,Discovery Sport,2021,30000000,4,59
Mercedes-Benz,ML 350,2007,5800000,12,63
Kia,K8,2021,24000000,2,100
Honda,CR-V,2012,10700000,15,174
Toyota,Camry,2019,10200000,0,38
Mercedes-Benz,AMG GT 43,2019,61000000,12,719
Toyota,Voxy,2003,6000000,0,720
Mitsubishi,Lancer,2006,3500000,14,228
Toyota,Land Cruiser,2004,10000000,0,43
Chevrolet,Nexia,2021,5000000,22,133
GAZ,GAZel',2018,5300000,32,95
Volkswagen,Passat,2002,2600000,23,101
Toyota,Land Cruiser Prado,2016,19050000,0,21
Land Rover,Discovery Sport,2021,30000000,4,59
Mercedes-Benz,ML 350,2007,5800000,12,63
Toyota,Land Cruiser Prado,2023,39800000,0,21
Chevrolet,Spark,2011,3850000,22,137
Volkswagen,Bora,2002,2550000,23,721
Honda,Odyssey,2002,6500000,15,297
Hyundai,Palisade,2021,25000000,13,144
Land Rover,Range Rover,2018,57000000,4,6
Toyota,Camry,2022,18000000,0,38
Mazda,6,2007,3900000,18,237
Volkswagen,ID.4,2022,16800000,23,75
Skoda,Superb,2013,3500000,40,172
Chevrolet,Aveo,2014,3700000,22,551
Kia,Sportage,2021,13850000,2,125
Toyota,Highlander,2020,26500000,0,19
Lexus,LX 570,2015,33000000,20,36
Nissan,Maxima,1999,2800000,17,76
Toyota,Camry,2020,14500000,0,38
Land Rover,Range Rover Evoque,2013,12500000,4,471
Toyota,Camry,2022,18900000,0,38
Hyundai,Santa Fe,2016,12500000,13,67
Toyota,Corolla,2018,10700000,0,65
Infiniti,QX70,2017,20000000,28,415
Mercedes-Benz,G 55 AMG,2012,26900000,12,311
Mercedes-Benz,S 500,1999,3500000,12,37
Nissan,Sunny,1996,1000000,17,485
Kia,K5,2020,13500000,2,4
Toyota,Camry,2014,12500000,0,38
Mercedes-Benz,CLA 45 AMG,2021,40000000,12,516
Lexus,LX 570,2015,33000000,20,36
Nissan,Maxima,1999,2800000,17,76
Toyota,Camry,2020,14500000,0,38
Land Rover,Range Rover Evoque,2013,12500000,4,471
Toyota,Camry,2022,18900000,0,38
Hyundai,Santa Fe,2016,12500000,13,67
Toyota,Corolla,2018,10700000,0,65
Infiniti,QX70,2017,20000000,28,415
Mercedes-Benz,G 55 AMG,2012,26900000,12,311
Mercedes-Benz,S 500,1999,3500000,12,37
Nissan,Sunny,1996,1000000,17,485
Kia,K5,2020,13500000,2,4
Toyota,Camry,2014,12500000,0,38
Mercedes-Benz,CLA 45 AMG,2021,40000000,12,516
Toyota,Land Cruiser,2020,37000000,0,43
Toyota,Camry,2020,16500000,0,38
Hyundai,Elantra,2020,9300000,13,17
Cadillac,Escalade Sport Platinum,2023,89000000,25,722
Mercedes-Benz,E 350,2009,9500000,12,83
Infiniti,QX56,2012,15000000,28,395
Toyota,Camry,2016,9400000,0,38
Toyota,Camry,2007,7000000,0,38
Mitsubishi,Delica,1994,2300000,14,81
Land Rover,Range Rover,2019,50000000,4,6
Audi,A6,1997,2800000,6,127
Kia,Sportage,2014,9800000,2,125
BMW,iX3,2023,26500000,11,599
Toyota,Hilux,2006,6500000,0,138
Nissan,Maxima,1996,1850000,17,76
Toyota,Camry,2011,7500000,0,38
Nissan,Cefiro,1995,2100000,17,35
Hyundai,Tucson,2023,16000000,13,107
Chevrolet,Nexia,2022,5300000,22,133
Suzuki,Grand Vitara,2007,6800000,21,180
Kia,Cerato,2023,12800000,2,223
Opel,Zafira,2004,4500000,27,226
Toyota,RAV 4,2015,11777000,0,93
Kia,K8,2021,20700000,2,100
Toyota,Sequoia,2001,9700000,0,442
Kia,K8,2021,20700000,2,100
Toyota,Sequoia,2001,9700000,0,442
Kia,K7,2020,21000000,2,148
Hyundai,Elantra Style,2023,13390000,13,723
SsangYong,Rexton,2012,7690000,33,105
VAZ,Priora 2170,2012,3200000,16,44
Mercedes-Benz,V 300,2021,51000000,12,365
Land Rover,Discovery,2021,55000000,4,149
Hyundai,Accent,2015,6350000,13,50
Nissan,Sentra,2016,6300000,17,575
Hyundai,Palisade,2023,30500000,13,144
Mitsubishi,Pajero,2008,8400000,14,102
Hyundai,Accent,2013,5200000,13,50
Hyundai,Tucson,2013,8800000,13,107
Toyota,Highlander,2023,28000000,0,19
Mercedes-Benz,G 500,2008,20000000,12,332
Nissan,Patrol,1998,5000000,17,29
Toyota,Hilux,2021,26500000,0,138
Mercedes-Benz,AMG GT 53,2019,78000000,12,724
Lexus,LX 570,2009,21000000,20,36
Nissan,Almera Classic,2012,4300000,17,725
Mitsubishi,Outlander,2023,19800000,14,77
Toyota,Land Cruiser Prado,2007,16900000,0,21
Mercedes-Benz,E 230,1988,1000000,12,153
Hyundai,Sonata,2021,15500000,13,20
Daewoo,Nexia,2012,1850000,37,133
VAZ,Priora 2170,2013,3800000,16,44
Subaru,Outback,2008,6500000,19,33
Hyundai,Tucson,2022,19200000,13,107
Toyota,Camry,2020,19800000,0,38
Toyota,Corolla,2022,12300000,0,65
Land Rover,Range Rover,2010,13600000,4,6
Suzuki,Vitara,1990,3000000,21,726
Mitsubishi,Pajero,1992,2200000,14,102
Hyundai,Accent,2015,6700000,13,50
Kia,Cerato,2020,9800000,2,223
Toyota,Raum,1997,3000000,0,727
Hyundai,Accent,2008,1900000,13,50
Hyundai,Elantra,2012,6000000,13,17
Lexus,ES 250,2022,31250000,20,94
Toyota,Highlander,2012,13500000,0,19
Toyota,Camry,2023,19000000,0,38
Lexus,NX 350,2021,33500000,20,99
Kia,Mohave,2021,23000000,2,593
Toyota,Land Cruiser,2006,17500000,0,43
Mitsubishi,Outlander,2016,9000000,14,77
Mazda,MPV,2004,6100000,18,728
Kia,K5,2021,15450000,2,4
Kia,K5,2020,15650000,2,4
Toyota,Land Cruiser,2019,48000000,0,43
Toyota,Camry,2015,11000000,0,38
Toyota,Highlander,2004,9200000,0,19
BMW,320,2006,2300000,11,113
Toyota,Hilux Surf,1995,3000000,0,238
Nissan,Almera,2018,4500000,17,304
Toyota,4Runner,2021,35500000,0,82
Mercedes-Benz,E 280,1994,2000000,12,140
Toyota,Camry,1997,3300000,0,38
Subaru,Legacy,2005,3500000,19,62
Suzuki,Grand Vitara,1999,4200000,21,180
Toyota,Land Cruiser Prado,2020,31800000,0,21
Kia,K5,2021,17500000,2,4
Mercedes-Benz,C 240,2001,3600000,12,729
Mercedes-Benz,GLS 450,2021,61000000,12,490
BMW,740,2008,8200000,11,73
Toyota,Camry,2020,13700000,0,38
Toyota,Hilux Surf,1992,2200000,0,238
VAZ,Vesta,2018,5999000,16,704
Mitsubishi,Outlander,2016,11000000,14,77
Mitsubishi,Lancer,2011,6500000,14,228
Mitsubishi,Galant,1993,1700000,14,155
Lexus,RX 350,2013,17000000,20,66
Lexus,LX 570,2015,35500000,20,36
Kia,Cerato,2014,7700000,2,223
Renault,Duster Life 1.6 MT,2022,12868452,49,730
VAZ,Granta 2190Classic Optima,2023,5690000,16,731
Renault,Kaptur Style,2021,12557400,49,732
Mercedes-Benz,GLS 450,2021,82499000,12,490
Subaru,Outback,1997,3200000,19,33
Toyota,Mark II,1996,2650000,0,287
Mazda,323,1999,2490000,18,331
Nissan,Juke,2014,8000000,17,254
Toyota,Camry,2018,13700000,0,38
GAZ,GAZel',2015,5500000,32,95
Jin,Bei Haise,2006,1800000,62,425
Daewoo,Nexia,2013,2300000,37,133
Chevrolet,Traverse,2020,20000000,22,392
Daewoo,Nexia,2012,2150000,37,133
Daewoo,Nexia,2013,2100000,37,133
Volkswagen,Vento,1992,1750000,23,483
Toyota,Camry,2008,7700000,0,38
Tesla,Model 3,2022,20000000,38,222
Audi,e-tron,2023,59500000,6,358
Kia,Cerato,2022,12000000,2,223
Hyundai,Tucson,2018,12500000,13,107
Mitsubishi,Outlander,2020,14400000,14,77
Mercedes-Benz,C 180,2007,6000000,12,25
Mercedes-Benz,C 230,2007,6000000,12,262
GAZ,GAZel',2002,2000000,32,95
BMW,M3,2022,60500000,11,606
Toyota,Corolla,2023,11500000,0,65
Porsche,Cayenne,2022,69000000,8,12
Audi,SQ8,2022,75000000,6,733
Porsche,Macan,2022,49500000,8,126
Chevrolet,Tracker,2021,8450000,22,506
Volkswagen,ID.6,2022,22450000,23,142
Hyundai,Elantra,2023,12850000,13,17
Chevrolet,Nexia,2023,6650000,22,133
Chevrolet,Tracker,2021,9250000,22,506
Bentley,Bentayga,2019,79000000,46,461
Changan,Auchan A600 EV,2021,9500000,30,525
Hyundai,Santa Fe,2013,11500000,13,67
Toyota,Highlander,2020,32500000,0,19
Renault,Arkana Drive,2022,13192200,49,734
Renault,Arkana Drive,2021,14144400,49,734
Renault,Duster Life TCE,2022,13680277,49,735
Hyundai,Creta,2021,11200000,13,143
VAZ,2114,2008,500000,16,27
Mercedes-Benz,E 280,1998,3000000,12,140
BMW,740,2016,24000000,11,73
Skoda,Octavia,2019,10000000,40,488
Toyota,Land Cruiser,2014,26900000,0,43
Volkswagen,Jetta,2016,5500000,23,161
Audi,100,1989,900000,6,22
Chevrolet,Nexia,2022,6000000,22,133
Toyota,Land Cruiser Prado,2014,21000000,0,21
Toyota,Windom,1999,3700000,0,104
Nissan,Patrol,2007,9000000,17,29
Nissan,X-Trail,2020,16100000,17,58
Toyota,Camry,2017,15100000,0,38
Hyundai,Santa Fe,2021,20700000,13,67
Land Rover,Defender,2021,67500999,4,309
Hyundai,Elantra,2021,11500000,13,17
Volkswagen,Polo,2022,8450000,23,152
Toyota,Land Cruiser Prado,2014,21000000,0,21
Toyota,Windom,1999,3700000,0,104
Nissan,Patrol,2007,9000000,17,29
Nissan,X-Trail,2020,16100000,17,58
Toyota,Camry,2017,15100000,0,38
Hyundai,Santa Fe,2021,20700000,13,67
Land Rover,Defender,2021,67500999,4,309
Hyundai,Elantra,2021,11500000,13,17
Volkswagen,Polo,2022,8450000,23,152
GAZ,GAZel',2007,4500000,32,95
Infiniti,QX50,2021,25714000,28,273
Infiniti,QX50,2022,29370000,28,273
Mitsubishi,Pajero,2021,19790000,14,102
Zeekr,X,2023,19500000,3,74
Zeekr,001,2023,29990000,3,5
Infiniti,QX55,2022,33680000,28,736
Lexus,ES 250,2021,25790000,20,94
Infiniti,QX55,2022,35570000,28,736
GAZ,GAZel',2007,4500000,32,95
Infiniti,QX50,2021,25714000,28,273
Infiniti,QX50,2022,29370000,28,273
Mitsubishi,Pajero,2021,19790000,14,102
Zeekr,X,2023,19500000,3,74
Zeekr,001,2023,29990000,3,5
Infiniti,QX55,2022,33680000,28,736
Lexus,ES 250,2021,25790000,20,94
Infiniti,QX55,2022,35570000,28,736
Nissan,Pathfinder,2021,34990000,17,346
Infiniti,QX50,2021,29853000,28,273
Infiniti,QX55,2022,34310000,28,736
Infiniti,QX55,2022,34950000,28,736
Infiniti,QX50,2022,35390000,28,273
Infiniti,QX50,2022,38550000,28,273
Infiniti,QX50,2021,28356000,28,273
Zeekr,001,2023,28790000,3,5
Infiniti,QX50,2022,28150000,28,273
Infiniti,QX50,2022,31790000,28,273
Infiniti,QX50 Luxe,2022,28360000,28,737
Infiniti,QX50,2022,30890000,28,273
Infiniti,QX50,2022,34150000,28,273
Infiniti,QX50,2022,30150000,28,273
Daewoo,Nexia,2014,2250000,37,133
Toyota,Camry,2005,7500000,0,38
Volkswagen,Caddy,2012,2258623,23,165
Nissan,Patrol,2011,12100000,17,29
Kia,K5,2020,15100000,2,4
Kia,Cerato,2014,7350000,2,223
Dodge,Charger,2016,17350000,5,463
Toyota,Highlander,2023,29000000,0,19
Nissan,Maxima,1997,1700000,17,76
Kia,Sorento,2022,19300000,2,64
Lexus,RX 200t,2018,27900000,20,259
Hyundai,Elantra,2016,6900000,13,17
Mercedes-Benz,ML 500,2006,7000000,12,139
Toyota,Avalon,2022,20500000,0,215
Subaru,Outback,2003,4800000,19,33
Kia,Cerato,2014,7350000,2,223
Dodge,Charger,2016,17350000,5,463
Toyota,Highlander,2023,29000000,0,19
Nissan,Maxima,1997,1700000,17,76
Kia,Sorento,2022,19300000,2,64
Lexus,RX 200t,2018,27900000,20,259
Hyundai,Elantra,2016,6900000,13,17
Mercedes-Benz,ML 500,2006,7000000,12,139
Toyota,Avalon,2022,20500000,0,215
Subaru,Outback,2003,4800000,19,33
Mercedes-Benz,Sprinter,2018,17400000,12,145
Toyota,RAV 4,2006,8800000,0,93
Toyota,RAV 4,2020,19000000,0,93
Toyota,Land Cruiser Prado,2018,25500000,0,21
Mitsubishi,Space Runner,1993,1500000,14,205
Land Rover,Range Rover,2015,38000000,4,6
Mitsubishi,Xpander,2021,12700000,14,288
Honda,CR-V,2007,6980000,15,174
Mercedes-Benz,S 500,2009,13300000,12,37
Land Rover,Range Rover Sport,2009,16000000,4,7
Chevrolet,Cruze,2013,4900000,22,45
Lexus,LX 570,2016,46000000,20,36
Mitsubishi,RVR,1995,1650000,14,233
Geely,Geometry A GE11,2023,14500000,59,411
Toyota,Corolla,2020,9800000,0,65
Kia,Cerato,2013,5200000,2,223
GAZ,GAZel',2004,4500000,32,95
JAC,S3,2016,5000000,50,286
Mercedes-Benz,EQE,2022,39500000,12,303
Subaru,Outback,2007,5800000,19,33
Nissan,X-Trail,2001,4400000,17,58
Mercedes-Benz,E 350,2007,6500000,12,83
BMW,740,2017,28000000,11,73
Toyota,Land Cruiser Prado,1995,7300000,0,21
Land Rover,Range Rover Sport,2021,67500999,4,7
Toyota,Camry,2005,4600000,0,38
Chery,Tiggo 4 Pro,2023,10000000,60,738
GAZ,GAZel',1999,4000000,32,95
Land Rover,Range Rover,2013,30000000,4,6
BMW,750,2016,35000000,11,141
BMW,750,2016,35000000,11,141
Lexus,RX 330,2005,8700000,20,168
GAZ,GAZel',2006,4000000,32,95
Kia,Rio,2014,5800000,2,151
Lexus,GS 300,1999,4500000,20,80
Mitsubishi,Eclipse Cross,2023,15800000,14,537
Toyota,Town Ace,1995,2180000,0,255
